"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
218,"1","2026-05-23T20:12:10.533597Z","",218,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1708.png","[{""x"":65.55073362264926,""y"":68.56789334936676,""width"":7.108906798925381,""height"":7.873520165822429,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.998140111593305,""y"":15.065097154594689,""width"":41.90948543087414,""height"":61.68629776171037,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.49,"2026-05-23T20:12:10.533608Z"
219,"1","2026-05-23T20:12:37.057485Z","",219,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1709.png","[{""x"":63.56685265550732,""y"":59.39243592363261,""width"":4.463732176069439,""height"":6.509609953614754,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.038437693738377,""y"":23.558589135711753,""width"":42.240132258731144,""height"":44.76131167023987,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.181,"2026-05-23T20:12:37.057495Z"
220,"1","2026-05-23T20:13:00.112115Z","",220,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1710.png","[{""x"":62.90555899979333,""y"":44.947301041089595,""width"":7.687538747675135,""height"":7.129574346387154,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.302541847489156,""y"":20.89275862935777,""width"":52.820830750154954,""height"":47.30314961614751,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.697,"2026-05-23T20:13:00.112125Z"
221,"1","2026-05-23T20:13:25.450522Z","Registraion number has defect",221,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1711.png","[{""x"":59.76441413515191,""y"":59.08245876395804,""width"":6.034304608390162,""height"":7.1295685144052765,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":22.97995453606117,""y"":13.08121618745271,""width"":42.81876420748089,""height"":53.4407924920265,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.983,"2026-05-23T20:13:25.450534Z"
222,"1","2026-05-23T20:13:56.785446Z","Registraion number has defect",222,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1712.png","[{""x"":53.234139284976244,""y"":45.93923781339942,""width"":9.58875800785286,""height"":7.005585497201933,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.641248191775126,""y"":17.792939316396748,""width"":47.86112833230001,""height"":56.23061927008804,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.802,"2026-05-23T20:13:56.785456Z"
223,"1","2026-05-23T20:14:20.507165Z","Registraion number has defect",223,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1713.png","[{""x"":52.3248605083695,""y"":52.75883181903096,""width"":9.340772886960117,""height"":8.05951907991508,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":27.7743335399876,""y"":22.62864228146311,""width"":44.63732176069447,""height"":62.306261624302536,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.336,"2026-05-23T20:14:20.507176Z"
224,"1","2026-05-23T20:14:50.527463Z","",224,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1714.png","[{""x"":60.92167803265135,""y"":57.65653848684285,""width"":6.36495143624715,""height"":7.377559997460047,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.963835503203118,""y"":9.299427188433263,""width"":42.405455672659656,""height"":57.22258149104601,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.658,"2026-05-23T20:14:50.527473Z"
225,"1","2026-05-23T20:15:25.805055Z","",225,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1715.png","[{""x"":63.07088241372182,""y"":63.3602036898984,""width"":7.522215333746633,""height"":9.299436731676334,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.137218433560662,""y"":7.625548829613975,""width"":46.86918784872908,""height"":65.53005759230489,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.907,"2026-05-23T20:15:25.805067Z"
226,"1","2026-05-23T20:16:02.017990Z","",226,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1716.png","[{""x"":57.12560257508845,""y"":39.79793531566027,""width"":12.149052286766453,""height"":9.053012024515146,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":16.602634625035293,""y"":0.940561735458716,""width"":71.48345603568373,""height"":72.659184849391,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.753,"2026-05-23T20:16:02.018000Z"
227,"1","2026-05-23T20:16:35.526096Z","Registraion number has defect",227,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1719.png","[{""x"":30.91547840462894,""y"":67.07254110404948,""width"":7.852862161603611,""height"":7.818965405559789,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.584831576772064,""y"":18.16492335989789,""width"":47.03451126265759,""height"":56.912571990381046,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.154,"2026-05-23T20:16:35.526106Z"
228,"1","2026-05-23T20:17:15.131962Z","",228,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1720.png","[{""x"":31.484562249027547,""y"":43.18594099155383,""width"":4.989049769439862,""height"":8.657466521544848,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.300510465568998,""y"":8.010426200345686,""width"":45.69801889654991,""height"":65.29785234666805,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",39.238,"2026-05-23T20:17:15.131972Z"
229,"1","2026-05-23T20:17:42.887253Z","Registraion number has defect",229,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1721.png","[{""x"":57.340786116299554,""y"":54.85311287382173,""width"":6.546716892025181,""height"":7.506140128512046,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":17.441620169456513,""y"":3.3477943604305596,""width"":46.78652614176478,""height"":60.136396588112596,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.395,"2026-05-23T20:17:42.887264Z"
231,"1","2026-05-23T20:18:52.683035Z","",231,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1723.png","[{""x"":18.694327968154006,""y"":32.71733788410403,""width"":4.431776690484971,""height"":4.261045791841706,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":10.450073948297268,""y"":16.286513477040483,""width"":25.508565600502013,""height"":36.33352298260773,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",49.5,"2026-05-23T20:18:52.683063Z"
232,"1","2026-05-23T20:19:33.706754Z","Scooter has damage",232,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1724.png","[{""x"":36.03437998974611,""y"":67.52818915243286,""width"":6.847715369819434,""height"":5.979525081444121,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":35.79251911551973,""y"":22.5666481219606,""width"":38.10704691051867,""height"":51.02293332188085,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",40.678,"2026-05-23T20:19:33.706764Z"
233,"1","2026-05-23T20:20:51.951657Z","",233,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1729.png","[{""x"":40.09092787766066,""y"":49.34904117837719,""width"":11.572638974994813,""height"":8.555484550079091,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":16.615003099814018,""y"":10.539381422626098,""width"":62.326927051043626,""height"":73.77555968090763,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",77.877,"2026-05-23T20:20:51.951667Z"
234,"1","2026-05-23T20:21:16.558872Z","",234,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1730.png","[{""x"":25.377144038024387,""y"":72.84562926224426,""width"":9.836743128745606,""height"":9.91940483570987,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.12915891713166,""y"":13.825180563193818,""width"":52.738169043190716,""height"":68.93985353476032,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.222,"2026-05-23T20:21:16.558881Z"
235,"1","2026-05-23T20:21:52.312968Z","",235,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1731.png","[{""x"":60.343046083901605,""y"":66.83199326167616,""width"":8.183508989460623,""height"":8.121509528156427,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.022318660880334,""y"":8.803483985836383,""width"":40.586898119446126,""height"":66.58399276555859,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.26,"2026-05-23T20:21:52.312978Z"
236,"1","2026-05-23T20:22:15.559855Z","",236,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1732.png","[{""x"":37.19776813391197,""y"":49.287046488694536,""width"":11.407315561066346,""height"":7.74953131663713,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.558586484810913,""y"":16.491019022250335,""width"":47.28249638355033,""height"":67.32795183949798,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.839,"2026-05-23T20:22:15.559866Z"
237,"1","2026-05-23T20:22:32.427250Z","",237,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1733.png","[{""x"":61.58297168836536,""y"":73.96156230626161,""width"":8.844802645174624,""height"":7.749535027898347,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.12915891713164,""y"":3.84376937383757,""width"":45.38127712337259,""height"":77.92932424054557,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",16.491,"2026-05-23T20:22:32.427263Z"
238,"1","2026-05-23T20:23:13.035600Z","Registraion number has defect",238,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1734.png","[{""x"":37.36309154784046,""y"":50.83695455463454,""width"":11.985947509816079,""height"":9.423429822302856,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":14.79644554660053,""y"":6.137652949302226,""width"":61.8309568092581,""height"":77.24734395088375,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",40.168,"2026-05-23T20:23:13.035611Z"
239,"1","2026-05-23T20:23:37.399158Z","",239,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1735.png","[{""x"":52.24219880140525,""y"":46.86918784872908,""width"":10.167389956602598,""height"":9.237445753254804,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.054556726596417,""y"":10.16741010344901,""width"":49.67968588551352,""height"":68.31988065910525,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.002,"2026-05-23T20:23:37.399169Z"
240,"1","2026-05-23T20:24:01.362793Z","",240,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1736.png","[{""x"":37.11510642694772,""y"":68.62988326742787,""width"":10.332713370531097,""height"":8.183507929100319,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.78445959909068,""y"":10.84935964266104,""width"":40.66955982641043,""height"":66.33600923520636,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.627,"2026-05-23T20:24:01.362803Z"
241,"1","2026-05-23T20:24:38.536028Z","Registraion number has defect",241,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1737.png","[{""x"":55.30068195908242,""y"":80.03720200957525,""width"":9.754081421781393,""height"":8.245501028242455,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.81669766480677,""y"":11.407327755210213,""width"":32.48605083694971,""height"":76.99936784305386,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",36.746,"2026-05-23T20:24:38.536038Z"
242,"1","2026-05-23T20:25:11.735211Z","",242,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1738.png","[{""x"":43.976028104980394,""y"":49.65902310967331,""width"":7.026245091961171,""height"":8.493486679315371,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.891299855342,""y"":16.986979720792775,""width"":34.63525521802027,""height"":63.54621108687386,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.847,"2026-05-23T20:25:11.735221Z"
243,"1","2026-05-23T20:25:54.987575Z","Registraion number has defect",243,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1739.png","[{""x"":56.854146827325714,""y"":70.78692720356021,""width"":7.863585232375053,""height"":8.409144973377163,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.37714403802439,""y"":8.121525963741664,""width"":39.51229592891091,""height"":71.23371272193721,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",42.892,"2026-05-23T20:25:54.987584Z"
244,"1","2026-05-23T20:26:21.787250Z","",244,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1740.png","[{""x"":31.03746976210226,""y"":44.539883940941685,""width"":9.707200908864879,""height"":7.223963467062237,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":17.02831163463524,""y"":7.563562092633826,""width"":43.89336639801609,""height"":66.70798161474367,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.437,"2026-05-23T20:26:21.787260Z"
246,"1","2026-05-23T20:27:20.521462Z","Registraion number has defect",246,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1742.png","[{""x"":56.87125439140321,""y"":47.92312673324392,""width"":9.258111179995868,""height"":7.50154778628487,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":21.078735275883453,""y"":20.64477721972616,""width"":54.474064889439944,""height"":53.00680368541941,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.345,"2026-05-23T20:27:20.521473Z"
248,"1","2026-05-23T20:28:25.894803Z","Registraion number has defect",248,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1744.png","[{""x"":47.117172969621826,""y"":75.38747675139493,""width"":11.572638974994831,""height"":7.749535027898318,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":21.57470551766892,""y"":7.935553558657338,""width"":42.24013225873112,""height"":75.44944864333036,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",46.65,"2026-05-23T20:28:25.894815Z"
249,"1","2026-05-23T20:29:01.426926Z","Registraion number has defect",249,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1745.png","[{""x"":43.31473444926638,""y"":69.31184128952262,""width"":10.167389956602598,""height"":7.253564786112847,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":43.149411035337884,""y"":7.749546691862038,""width"":28.35296548873729,""height"":69.80779986734439,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.14,"2026-05-23T20:29:01.426936Z"
251,"1","2026-05-23T20:29:52.043934Z","",251,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1749.png","[{""x"":47.28249638355021,""y"":61.31448331168083,""width"":6.6087717801250525,""height"":5.405848596132323,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.435838473479265,""y"":18.465681258498375,""width"":25.624917881139286,""height"":48.614293942989114,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.763,"2026-05-23T20:29:52.043944Z"
252,"1","2026-05-23T20:30:26.644562Z","",252,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1750.png","[{""x"":34.83287244303921,""y"":46.47584023753392,""width"":7.186338657337907,""height"":8.8888569536007,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.79851208927462,""y"":12.58526450197312,""width"":48.43976028104976,""height"":63.174194172202306,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.225,"2026-05-23T20:30:26.644574Z"
253,"1","2026-05-23T20:30:57.058613Z","Registraion number has defect",253,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1751.png","[{""x"":32.139167456588694,""y"":66.33601983880955,""width"":7.951760421071924,""height"":8.865468071915668,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.907418888200006,""y"":12.275276208515006,""width"":44.30667493283734,""height"":63.422181943995916,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.971,"2026-05-23T20:30:57.058623Z"
254,"1","2026-05-23T20:31:48.195329Z","",254,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1752.png","[{""x"":37.03162869851653,""y"":47.72089536804629,""width"":9.857700147761978,""height"":9.255699572372555,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.18764207480884,""y"":16.800998832825766,""width"":44.96796858855136,""height"":63.546180336424094,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",50.791,"2026-05-23T20:31:48.195339Z"
256,"1","2026-05-23T20:32:19.224476Z","",256,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1755.png","[{""x"":59.92973754908034,""y"":70.17978550138602,""width"":7.274230212853855,""height"":7.501553618266758,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.73403595784251,""y"":23.124624187212323,""width"":34.71791692498451,""height"":56.292610778689735,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.022,"2026-05-23T20:32:19.224485Z"
257,"1","2026-05-23T20:32:45.653643Z","",257,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1756.png","[{""x"":32.155404009092784,""y"":54.618725527528234,""width"":7.274230212853892,""height"":7.501547256104756,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.990080595164276,""y"":8.18352012324418,""width"":41.16553006819591,""height"":54.804700583513466,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.935,"2026-05-23T20:32:45.653653Z"
258,"1","2026-05-23T20:33:10.401223Z","Registraion number has defect",258,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1757.png","[{""x"":47.11717296962181,""y"":46.31121655509888,""width"":6.447613143211404,""height"":7.253569557734366,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.032444719983474,""y"":18.660897843124726,""width"":29.344905972308315,""height"":58.772456155635325,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.348,"2026-05-23T20:33:10.401232Z"
259,"1","2026-05-23T20:33:36.636533Z","Registraion number has defect",259,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1758.png","[{""x"":30.8328166976648,""y"":53.81277123372599,""width"":10.167389956602628,""height"":7.315563187056686,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":15.78838603017152,""y"":24.860509429858162,""width"":43.39739615623061,""height"":61.19032751992483,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.873,"2026-05-23T20:33:36.636543Z"
260,"1","2026-05-23T20:34:14.354044Z","Registraion number has defect",260,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1759.png","[{""x"":45.13329200247957,""y"":41.06636368240714,""width"":9.258111179995836,""height"":7.9477008569046435,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.219880140524907,""y"":6.881577031350504,""width"":44.637321760694334,""height"":64.72412662642998,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",37.311,"2026-05-23T20:34:14.354067Z"
261,"1","2026-05-23T20:35:53.988643Z","Registraion number has defect",261,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1760.png","[{""x"":48.27443686712131,""y"":70.55176689398635,""width"":9.34077288696011,""height"":7.563546187228781,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.334779913205203,""y"":8.12150316599441,""width"":40.75222153337466,""height"":70.11780247566706,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",99.297,"2026-05-23T20:35:53.988653Z"
262,"1","2026-05-23T20:36:24.340442Z","Registraion number has defect",262,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1763.png","[{""x"":43.562719570159125,""y"":44.51332920024799,""width"":8.100847282496382,""height"":8.307501549907002,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.155404009092784,""y"":15.933041366458104,""width"":39.18164910105397,""height"":61.74829775319471,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.928,"2026-05-23T20:36:24.340453Z"
263,"1","2026-05-23T20:36:48.237815Z","",263,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1764.png","[{""x"":52.40752221533375,""y"":74.89150650960941,""width"":9.836743128745603,""height"":7.439553626782413,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":34.96590204587724,""y"":13.019229450472567,""width"":35.95784252944823,""height"":69.37382696614249,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.52,"2026-05-23T20:36:48.237826Z"
265,"1","2026-05-23T20:37:23.918003Z","Registraion number has defect",265,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1768.png","[{""x"":22.070675759454467,""y"":70.0558014238224,""width"":5.8689811944616705,""height"":8.369493058508636,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":21.988014052490186,""y"":13.453192278251322,""width"":55.21802025211818,""height"":64.97210220407973,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.549,"2026-05-23T20:37:23.918014Z"
266,"1","2026-05-23T20:37:54.285108Z","",266,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1771.png","[{""x"":38.2723703244472,""y"":71.48171905003669,""width"":8.018185575532137,""height"":8.24549731698125,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":38.02438520355446,""y"":26.28642440517161,""width"":42.81876420748089,""height"":55.17668780809558,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.001,"2026-05-23T20:37:54.285118Z"
267,"1","2026-05-23T20:38:21.559775Z","",267,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1774.png","[{""x"":55.631328786939434,""y"":72.41165158942077,""width"":9.0101260591031,""height"":7.439557338043603,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":34.221946683199015,""y"":16.491020082610696,""width"":30.58483157677202,""height"":64.10414420753186,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.838,"2026-05-23T20:38:21.559787Z"
268,"1","2026-05-23T20:38:47.017026Z","",268,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1775.png","[{""x"":41.57883860301716,""y"":49.907008760746244,""width"":9.588758007852864,""height"":6.571602522576746,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.502169869807798,""y"":20.148802206319196,""width"":41.578838603017154,""height"":58.710466237574174,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.085,"2026-05-23T20:38:47.017037Z"
269,"1","2026-05-23T20:39:14.912556Z","",269,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1776.png","[{""x"":46.207894193015065,""y"":50.0929954806951,""width"":8.10084728249639,""height"":9.36143566280033,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.344905972308304,""y"":17.482982303568566,""width"":38.18970861748286,""height"":68.6298509264376,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.527,"2026-05-23T20:39:14.912567Z"
270,"1","2026-05-23T20:39:43.187363Z","",270,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1777.png","[{""x"":43.23207274230213,""y"":72.16367177032971,""width"":8.51415581731763,""height"":6.6955956132033245,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.2884893573052,""y"":25.97644883603754,""width"":24.0545567265964,""height"":54.74270801455141,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.825,"2026-05-23T20:39:43.187373Z"
271,"1","2026-05-23T20:40:11.275265Z","",271,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1778.png","[{""x"":61.996280223186595,""y"":43.52139348829851,""width"":9.092787766067381,""height"":7.935519096946331,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.47592477784665,""y"":15.189107210986617,""width"":53.15147757801195,""height"":52.69681963340261,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.735,"2026-05-23T20:40:11.275276Z"
272,"1","2026-05-23T20:40:51.285970Z","",272,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1779.png","[{""x"":74.23021285389542,""y"":62.6782419565425,""width"":6.034304608390166,""height"":7.253562135211969,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":35.87518082248397,""y"":26.224435547470797,""width"":44.63732176069436,""height"":44.82330158830109,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",39.634,"2026-05-23T20:40:51.285979Z"
273,"1","2026-05-23T20:41:51.425019Z","",273,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1780.png","[{""x"":27.34874195189932,""y"":58.79687646901205,""width"":3.2071474635463213,""height"":6.112800795816229,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":27.27836329820211,""y"":14.817130590007846,""width"":41.082868361231704,""height"":50.58894504545406,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",59.774,"2026-05-23T20:41:51.425030Z"
